mySQLProjectId	ownerLogin/projName	#ofCommunityMembers	issueId	assigneeSOId	assigneeGHLogin	assigneeGHMySQLId	assigneeGHMongoDBId	aR0:random	aR1:wRandom	aR2:zeroR	aR3:wR+Recency	aR4:Recency+zScore	aR5:tuning(0.0001)	aR6:tuning(0.001)	aR7:tuning(0.002)	aR8:tuning(0.003)	aR9:tuning(0.005)	aR10:tuning(0.007)	aR11:tuning(0.01)	aR12:tuning(0.05)	aR13:tuning(0.1)	aR14:tuning(0.5)	aR15:tuning(1)	aR16:tuning(5)	aR17:tuning(10)	aRR0:random	aRR1:wRandom	aRR2:zeroR	aRR3:wR+Recency	aRR4:Recency+zScore	aRR5:tunning(0.0001)	aRR6:tunning(0.001)	aRR7:tunning(0.002)	aRR8:tunning(0.003)	aRR9:tunning(0.005)	aRR10:tunning(0.007)	aRR11:tunning(0.01)	aRR12:tunning(0.05)	aRR13:tunning(0.1)	aRR14:tunning(0.5)	aRR15:tunning(1)	aRR16:tunning(5)	aRR17:tunning(10)	projectLanguage	projectDescription	issueTitle	issueLabels	issueBody
6093	JuliaLang/julia	73	1079718	2552596	ViralBShah	26598	744411	2	3	60	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.5	0.333333333	0.016666667	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	 2x3 2x2 crashes inside LAPACK	[bug]	Looks like something is causing dgels to write outside an array julia A rand 2 3 b rand 2 2 0.15240817408192342 0.68197511458982851 0.28618656967918277 0.85123727301755281 julia A b 31381 Invalid write of size 8 31381 at 0x12114FF0 dgels in home jeff src julia-master julia external root lib libLAPACK.so 31381 by 0x76F10C3 
6093	JuliaLang/julia	73	1082798	659248	StefanKarpinski	26545	153596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	pcre h.j introduces dependency on perl	[]	I feel that we should just check in pcre h.j. It introduces an unnecessary dependency on perl. Also it seems to be odd to have this in the top-level Makefile. Perhaps this should be in j Makefile. 
6093	JuliaLang/julia	73	1087366	659248	StefanKarpinski	26545	153596	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	doc pages need links	[doc]	both forwards and backwards to the next previous sections
6093	JuliaLang/julia	73	1090049	2552596	ViralBShah	26598	744411	2	2	52	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.5	0.5	0.019230769	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	improve RNG	[performance]	We already use mersenne twister but SFMT dSFMT is supposed to be faster http www.math.sci.hiroshima-u.ac.jp m-mat MT SFMT index.html We also need better seeding. The work items are Switch to SFMT Move RNG library to external so everything under src is our own code. Be able to seed from dev urandom Save the seed somewhere wherever it came from so any run can be reproduced even if you didn t seed manually 
6093	JuliaLang/julia	73	1091773	659248	StefanKarpinski	26545	153596	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	ARGS constant doesn t get set correctly anymore	[bug]	 julia -e println ARGS Array Any 0 julia -e println ARGS foo bar Array Any 0 
6093	JuliaLang/julia	73	1096811	2552596	ViralBShah	26598	744411	3	2	18	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.333333333	0.5	0.055555556	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	Implement basic sparse matrix support	[feature]	We have some preliminary work in sparse.j but a long way to go. I feel that the right approach is to do all basic operations in Julia so that we can have sparse arrays with all types. Then plug in most of SuiteSparse for sparse linear algebra. http www.cise.ufl.edu research sparse SuiteSparse 
6093	JuliaLang/julia	73	1096916	2552596	ViralBShah	26598	744411	1	3	32	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0.333333333	0.03125	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	complete implementation of eigs and svds	[feature]	We probably need to complete the eigs and svds implementation for 1.0 or at least decide what all we are going to provide for 1.0. 
6093	JuliaLang/julia	73	1112120	659248	StefanKarpinski	26545	153596	3	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0.333333333	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	add section on constructors	[doc]	Based on my explanation http groups.google.com group julia-math browse thread thread 38166018a7c2caff from the mailing list.
6093	JuliaLang/julia	73	1118246	659248	StefanKarpinski	26545	153596	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	 re design regex API	[breaking]	The current approach of returning a RegexMatch object that sort of pretends to be a String is a bit fishy. We probably need to spend a good bit more time figuring out how to make application of regexes nicely usable.
6093	JuliaLang/julia	73	1187662	2552596	ViralBShah	26598	744411	2	2	40	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.5	0.5	0.025	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	randn performance - implement Ziggurat algorithm	[performance]	This is the julia implementation of randn which is exactly the same as the C version. It runs about 6 times slower than the C version - even if I remove all the global variable stuff altogether. jl randn next -42.0 function randn global jl randn next if jl randn next -42.0 s jl randn next jl randn next -42.0 return s end s 1.0 vre 0.0 vim 0.0 while s 1.0 ure rand uim rand vre 2.0 ure - 1.0 vim 2.0 uim - 1.0 s vre vre + vim vim end s sqrt -2.0 log s s jl randn next s vre return s vim end Here is the performance analysis for a million calls. I even tried using the libm log but only sqrt made a difference. I think Jeff has to tell us whats going on. I thought we were not that much slower than C. randn fully in C .06 sec randn fuly in Julia with libm sqrt 0.38 sec - 6x slower randn fuly in Julia with libfdm sqrt 0.59 sec - 10x slower 
6093	JuliaLang/julia	73	1187900	659248	StefanKarpinski	26545	153596	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	implement uc and lc in C for UTF-8 strings	[performance]	A single function may be able to do this depending on the details of UTF-8 encoding.
6093	JuliaLang/julia	73	1187991	659248	StefanKarpinski	26545	153596	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	string interpolation and escaping bug	[bug]	 julia println x x julia println x x 
6093	JuliaLang/julia	73	1190058	659248	StefanKarpinski	26545	153596	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	copy byte arrays upon string construction	[bug]	Strings are immutable by interface even though manipulation of their underlying data is not prevented. This violates that abstraction julia bytes linspace uint8 A uint8 F 65 66 67 68 69 70 julia str ASCIIString bytes ABCDEF julia bytes 1 + 32 97 66 67 68 69 70 julia str aBCDEF Here changing a mutable object affects the state of a string object whose interface is immutable.
6093	JuliaLang/julia	73	1195094	659248	StefanKarpinski	26545	153596	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	release process for 1.0 	[]	Do we fork off the codebase for 1.0 We may want to get rid of a number of things from that branch as it is prepared for release. This issue can also track all the things that are removed and stay only on the development branch.
6093	JuliaLang/julia	73	1198690	659248	StefanKarpinski	26545	153596	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	use mmap to read files when possible	[speculative;;performance]	It occurs to me that we could potentially mmap files that are mmappable when reading them potentially improving performance quite drastically. We d have to test it out to make sure it didn t have major issues but it could be a big win. One really great example of where this could be an enormous performance improvement would be when using a regex to scan a file. The normal approach is to real in a chunk at a time and then scan that with the regex. However that has issues if you can t be sure whether the regex has to match within the chunk. For example when reading line-by-line matching a regex that can only match within a line this is fine as long as the lines don t get prohibitively long. If the scan is through the entire file e.g. in the case where the regex is being used to split the file into chunks for consumption then this can get tricky. Using the mmap approach you can just map the file and let the regex engine go to work the kernel will handle getting the data when the regex engine is ready for it It would be nice to be able to apply the same trick to streamed data which cannot be mmapped. However I think a related trick might work memory protect the page after the last bit of valid read data from the file and trap accesses to that memory. Then if the regex engine or whatever is doing the reading reads past the valid buffer you can go ahead and read more data on demand. This allows a very similar trick to be done even with streamed input.
6093	JuliaLang/julia	73	1199197	659248	StefanKarpinski	26545	153596	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Julia	The Julia Language a fresh approach to technical computing.	make S ... and ... throw errors identically	[]	We re close to this but the error messaging of these two forms is still quite different the cases in which errors occur is nearly the same but the way errors are shown is quite different. For maximum seamlessness between the two forms all errors should appear the same.
6093	JuliaLang/julia	73	1231927	2552596	ViralBShah	26598	744411	3	2	41	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.333333333	0.5	0.024390244	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	diagm should support more argument types	[feature]	1-column matrices need to be made into vectors to call diagm on them.
6093	JuliaLang/julia	73	1231933	2552596	ViralBShah	26598	744411	1	2	66	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0.5	0.015151515	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	Vector-scalar concatenation doesn t work	[bug]	You can t concatenate a vector with a scalar 1 2 3 4 is wrong 1 2 3 4 is right.
6093	JuliaLang/julia	73	1231942	2552596	ViralBShah	26598	744411	3	2	10	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.333333333	0.5	0.1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	find should return linear indices	[feature]	Find works differently than in MATLAB because if you fi nd on a matrix you get a bunch of index-pairs. But this is kind of annoying when you re dealing with nx1 or 1xn matrices then you re often throwing in fi nd v 1 and find v 2 to get things to work. To understand type a 1 0 1 and then find nd a findnd a find nd a . Furthermore in MATLAB you re often doing A1 logical A2 or vec1 logical vec2 there should be canonical ways of doing these things in Julia. These things should be considered along with whatever Julia s solution is to ind2sub and sub2ind from MATLAB . If A is a matrix of 1 s and 0 s x y ind2sub size A find A does in MATLAB what find currently does in Julia.
6093	JuliaLang/julia	73	1234292	2552596	ViralBShah	26598	744411	3	2	73	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	0.333333333	0.5	0.01369863	0.5	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	Speeding up copy 	[performance]	Create a deep copy so that it can be explicitly used where necessary. Also copy and copy to need to be optimized to use the fastest implementations. Here are some tests Mac Intel Core 2 Duo that suggest 1. memcpy for large copy and copy to 2. Native julia for small copy 3. BLAS for small copy to Case 2 may be omitted since it is close enough to case 3 to keep things simple. Also these tests need to be carried out on different architectures too. ##### Test 1 ####### julia a ones 100 1.0 1.0 1.0 1.0 1.0 ... 1.0 1.0 1.0 1.0 1.0 ## Julia implementation FASTEST julia time for i 1 1e5 jcopy a end elapsed time 0.38377809524536133 sec ## This is DCOPY from BLAS. It is an assembly language implementation in openblas julia time for i 1 1e5 bcopy a end elapsed time 0.41508984565734863 sec ## This one dispatches to memcpy julia time for i 1 1e5 copy a end elapsed time 0.61258411407470703 sec ##### Test 2 ####### I now implemented copy to for all cases to remove allocation GC costs julia a ones 100 1.0 1.0 1.0 1.0 1.0 ... 1.0 1.0 1.0 1.0 1.0 julia b ones 100 1.0 1.0 1.0 1.0 1.0 ... 1.0 1.0 1.0 1.0 1.0 ## Julia implementation julia time for i 1 1e5 jcopy to b a end elapsed time 0.04522800445556641 sec ## BLAS FASTEST julia time for i 1 1e5 bcopy to b a end elapsed time 0.01788496971130371 sec ## memcpy julia time for i 1 1e5 copy to b a end elapsed time 0.27470088005065918 sec ##### Test 3 ####### And now a larger size julia a ones 1000000 1.0 1.0 1.0 1.0 1.0 ... 1.0 1.0 1.0 1.0 1.0 julia b ones 1000000 1.0 1.0 1.0 1.0 1.0 ... 1.0 1.0 1.0 1.0 1.0 ## Julia implementation julia time for i 1 100 jcopy to b a end elapsed time 0.5620429515838623 sec ## BLAS julia time for i 1 100 bcopy to b a end elapsed time 0.5299229621887207 sec ## memcpy FASTEST julia time for i 1 100 copy to b a end elapsed time 0.35404396057128906 sec 
6093	JuliaLang/julia	73	1247050	2552596	ViralBShah	26598	744411	2	1	68	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	0.5	1	0.014705882	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	Julia	The Julia Language a fresh approach to technical computing.	promote integer types for LAPACK routines	[]	 HomerReid wrote eig fails for integer matrices julia eig 1 2 2 1 no method eig Array Int32 2 in method missing boot.j 250 in run repl home homer hacking julia j client.j 23 in start home homer hacking julia j client.j 153 The solution is to add promotions for Real types in the lapack macros.
